event_count,event_code,game_time,title,world,accuracy_group
50,4030,69341,Chow Time,CRYSTALCAVES,NA
51,4020,70875,Chow Time,CRYSTALCAVES,NA
52,3020,71325,Chow Time,CRYSTALCAVES,NA
53,4030,74441,Chow Time,CRYSTALCAVES,NA
54,4020,75208,Chow Time,CRYSTALCAVES,NA
55,3120,76242,Chow Time,CRYSTALCAVES,NA
56,3020,76242,Chow Time,CRYSTALCAVES,NA
57,4030,77492,Chow Time,CRYSTALCAVES,NA
58,4035,78008,Chow Time,CRYSTALCAVES,NA
59,3120,78375,Chow Time,CRYSTALCAVES,NA
60,3020,78375,Chow Time,CRYSTALCAVES,NA
61,4030,78842,Chow Time,CRYSTALCAVES,NA
62,4020,79658,Chow Time,CRYSTALCAVES,NA
63,2030,80108,Chow Time,CRYSTALCAVES,NA
64,3120,80108,Chow Time,CRYSTALCAVES,NA
65,3021,80108,Chow Time,CRYSTALCAVES,NA
66,3121,83409,Chow Time,CRYSTALCAVES,NA
67,2020,85626,Chow Time,CRYSTALCAVES,NA
68,3010,85626,Chow Time,CRYSTALCAVES,NA
69,4030,91909,Chow Time,CRYSTALCAVES,NA
70,3110,92359,Chow Time,CRYSTALCAVES,NA
71,4020,93076,Chow Time,CRYSTALCAVES,NA
72,3020,94109,Chow Time,CRYSTALCAVES,NA
73,4030,96043,Chow Time,CRYSTALCAVES,NA
74,4020,96643,Chow Time,CRYSTALCAVES,NA
75,3120,97677,Chow Time,CRYSTALCAVES,NA
76,3020,97677,Chow Time,CRYSTALCAVES,NA
77,4030,99560,Chow Time,CRYSTALCAVES,NA
78,4020,100060,Chow Time,CRYSTALCAVES,NA
79,2030,100510,Chow Time,CRYSTALCAVES,NA
80,3120,100510,Chow Time,CRYSTALCAVES,NA
81,3021,100510,Chow Time,CRYSTALCAVES,NA
82,3121,103810,Chow Time,CRYSTALCAVES,NA
83,3021,106027,Chow Time,CRYSTALCAVES,NA
84,3121,110011,Chow Time,CRYSTALCAVES,NA
85,4095,111711,Chow Time,CRYSTALCAVES,NA
86,3010,111711,Chow Time,CRYSTALCAVES,NA
87,3110,122062,Chow Time,CRYSTALCAVES,NA
88,2020,122062,Chow Time,CRYSTALCAVES,NA
89,3010,122062,Chow Time,CRYSTALCAVES,NA
90,3110,128478,Chow Time,CRYSTALCAVES,NA
91,4030,128728,Chow Time,CRYSTALCAVES,NA
92,4035,130079,Chow Time,CRYSTALCAVES,NA
93,4030,131046,Chow Time,CRYSTALCAVES,NA
94,4020,131979,Chow Time,CRYSTALCAVES,NA
95,2030,133012,Chow Time,CRYSTALCAVES,NA
96,3021,133012,Chow Time,CRYSTALCAVES,NA
97,3121,136313,Chow Time,CRYSTALCAVES,NA
98,2020,138513,Chow Time,CRYSTALCAVES,NA
99,3010,138513,Chow Time,CRYSTALCAVES,NA
100,4070,143546,Chow Time,CRYSTALCAVES,NA
101,4030,144613,Chow Time,CRYSTALCAVES,NA
102,4020,145247,Chow Time,CRYSTALCAVES,NA
103,3110,145247,Chow Time,CRYSTALCAVES,NA
104,4070,146213,Chow Time,CRYSTALCAVES,NA
105,3020,146280,Chow Time,CRYSTALCAVES,NA
106,4030,147298,Chow Time,CRYSTALCAVES,NA
107,4020,147897,Chow Time,CRYSTALCAVES,NA
109,3020,148930,Chow Time,CRYSTALCAVES,NA
108,3120,148930,Chow Time,CRYSTALCAVES,NA
110,4030,150030,Chow Time,CRYSTALCAVES,NA
111,4035,150130,Chow Time,CRYSTALCAVES,NA
112,4030,150664,Chow Time,CRYSTALCAVES,NA
113,4035,152014,Chow Time,CRYSTALCAVES,NA
114,4070,152497,Chow Time,CRYSTALCAVES,NA
115,4030,153580,Chow Time,CRYSTALCAVES,NA
116,3120,154831,Chow Time,CRYSTALCAVES,NA
117,4020,155181,Chow Time,CRYSTALCAVES,NA
118,2030,155614,Chow Time,CRYSTALCAVES,NA
119,3021,155614,Chow Time,CRYSTALCAVES,NA
120,3121,158914,Chow Time,CRYSTALCAVES,NA
121,2020,161131,Chow Time,CRYSTALCAVES,NA
122,3010,161131,Chow Time,CRYSTALCAVES,NA
123,4030,165848,Chow Time,CRYSTALCAVES,NA
124,4020,166866,Chow Time,CRYSTALCAVES,NA
125,3110,167865,Chow Time,CRYSTALCAVES,NA
126,3020,167931,Chow Time,CRYSTALCAVES,NA
127,4030,170498,Chow Time,CRYSTALCAVES,NA
128,4020,171098,Chow Time,CRYSTALCAVES,NA
129,2030,171532,Chow Time,CRYSTALCAVES,NA
130,3120,171532,Chow Time,CRYSTALCAVES,NA
131,3021,171532,Chow Time,CRYSTALCAVES,NA
132,3121,174833,Chow Time,CRYSTALCAVES,NA
133,3021,177032,Chow Time,CRYSTALCAVES,NA
134,3121,181016,Chow Time,CRYSTALCAVES,NA
1,2000,0,Balancing Act,CRYSTALCAVES,NA
1,2000,0,Chicken Balancer (Activity),CRYSTALCAVES,NA
2,3010,0,Chicken Balancer (Activity),CRYSTALCAVES,NA
3,3110,8093,Chicken Balancer (Activity),CRYSTALCAVES,NA
4,3010,9275,Chicken Balancer (Activity),CRYSTALCAVES,NA
5,3110,20092,Chicken Balancer (Activity),CRYSTALCAVES,NA
6,3010,20092,Chicken Balancer (Activity),CRYSTALCAVES,NA
7,3110,22126,Chicken Balancer (Activity),CRYSTALCAVES,NA
8,4030,25993,Chicken Balancer (Activity),CRYSTALCAVES,NA
9,3010,26543,Chicken Balancer (Activity),CRYSTALCAVES,NA
10,4020,26543,Chicken Balancer (Activity),CRYSTALCAVES,NA
11,4070,27126,Chicken Balancer (Activity),CRYSTALCAVES,NA
12,4030,28043,Chicken Balancer (Activity),CRYSTALCAVES,NA
13,4020,28493,Chicken Balancer (Activity),CRYSTALCAVES,NA
14,4030,29176,Chicken Balancer (Activity),CRYSTALCAVES,NA
15,3110,29660,Chicken Balancer (Activity),CRYSTALCAVES,NA
16,4020,29694,Chicken Balancer (Activity),CRYSTALCAVES,NA
17,3010,29926,Chicken Balancer (Activity),CRYSTALCAVES,NA
18,4030,30443,Chicken Balancer (Activity),CRYSTALCAVES,NA
19,4020,30828,Chicken Balancer (Activity),CRYSTALCAVES,NA
20,4030,31443,Chicken Balancer (Activity),CRYSTALCAVES,NA
21,4020,31948,Chicken Balancer (Activity),CRYSTALCAVES,NA
22,4070,32609,Chicken Balancer (Activity),CRYSTALCAVES,NA
23,4030,33793,Chicken Balancer (Activity),CRYSTALCAVES,NA
24,4035,34427,Chicken Balancer (Activity),CRYSTALCAVES,NA
25,4070,35243,Chicken Balancer (Activity),CRYSTALCAVES,NA
26,4030,35793,Chicken Balancer (Activity),CRYSTALCAVES,NA
27,3110,36511,Chicken Balancer (Activity),CRYSTALCAVES,NA
28,3010,36511,Chicken Balancer (Activity),CRYSTALCAVES,NA
29,4022,36511,Chicken Balancer (Activity),CRYSTALCAVES,NA
30,4030,38927,Chicken Balancer (Activity),CRYSTALCAVES,NA
31,4020,39412,Chicken Balancer (Activity),CRYSTALCAVES,NA
32,4030,40533,Chicken Balancer (Activity),CRYSTALCAVES,NA
33,4020,41294,Chicken Balancer (Activity),CRYSTALCAVES,NA
34,4030,42255,Chicken Balancer (Activity),CRYSTALCAVES,NA
35,4020,42785,Chicken Balancer (Activity),CRYSTALCAVES,NA
36,4030,43527,Chicken Balancer (Activity),CRYSTALCAVES,NA
37,4020,44024,Chicken Balancer (Activity),CRYSTALCAVES,NA
38,4030,45049,Chicken Balancer (Activity),CRYSTALCAVES,NA
39,4020,45442,Chicken Balancer (Activity),CRYSTALCAVES,NA
40,3110,46992,Chicken Balancer (Activity),CRYSTALCAVES,NA
41,4030,48338,Chicken Balancer (Activity),CRYSTALCAVES,NA
42,4020,48717,Chicken Balancer (Activity),CRYSTALCAVES,NA
43,4030,51699,Chicken Balancer (Activity),CRYSTALCAVES,NA
44,3010,52181,Chicken Balancer (Activity),CRYSTALCAVES,NA
45,3110,52181,Chicken Balancer (Activity),CRYSTALCAVES,NA
46,4020,52181,Chicken Balancer (Activity),CRYSTALCAVES,NA
47,4030,55479,Chicken Balancer (Activity),CRYSTALCAVES,NA
48,3010,55813,Chicken Balancer (Activity),CRYSTALCAVES,NA
49,3110,55813,Chicken Balancer (Activity),CRYSTALCAVES,NA
50,4020,55813,Chicken Balancer (Activity),CRYSTALCAVES,NA
51,4030,57628,Chicken Balancer (Activity),CRYSTALCAVES,NA
53,3110,58524,Chicken Balancer (Activity),CRYSTALCAVES,NA
52,3010,58524,Chicken Balancer (Activity),CRYSTALCAVES,NA
54,4020,58524,Chicken Balancer (Activity),CRYSTALCAVES,NA
55,4070,62081,Chicken Balancer (Activity),CRYSTALCAVES,NA
56,4070,64234,Chicken Balancer (Activity),CRYSTALCAVES,NA
57,4030,65750,Chicken Balancer (Activity),CRYSTALCAVES,NA
58,4020,66359,Chicken Balancer (Activity),CRYSTALCAVES,NA
59,4030,68917,Chicken Balancer (Activity),CRYSTALCAVES,NA
60,4020,69509,Chicken Balancer (Activity),CRYSTALCAVES,NA
61,4030,70397,Chicken Balancer (Activity),CRYSTALCAVES,NA
62,4035,70927,Chicken Balancer (Activity),CRYSTALCAVES,NA
63,4070,70999,Chicken Balancer (Activity),CRYSTALCAVES,NA
64,4070,71831,Chicken Balancer (Activity),CRYSTALCAVES,NA
65,4030,72586,Chicken Balancer (Activity),CRYSTALCAVES,NA
66,4020,74008,Chicken Balancer (Activity),CRYSTALCAVES,NA
67,4030,75026,Chicken Balancer (Activity),CRYSTALCAVES,NA
68,4020,76038,Chicken Balancer (Activity),CRYSTALCAVES,NA
69,4030,77954,Chicken Balancer (Activity),CRYSTALCAVES,NA
70,3010,79776,Chicken Balancer (Activity),CRYSTALCAVES,NA
71,3110,79776,Chicken Balancer (Activity),CRYSTALCAVES,NA
72,4020,79776,Chicken Balancer (Activity),CRYSTALCAVES,NA
73,4030,81467,Chicken Balancer (Activity),CRYSTALCAVES,NA
74,4020,82789,Chicken Balancer (Activity),CRYSTALCAVES,NA
75,4030,83834,Chicken Balancer (Activity),CRYSTALCAVES,NA
76,4020,84425,Chicken Balancer (Activity),CRYSTALCAVES,NA
77,4030,85312,Chicken Balancer (Activity),CRYSTALCAVES,NA
78,4020,85951,Chicken Balancer (Activity),CRYSTALCAVES,NA
79,4030,86753,Chicken Balancer (Activity),CRYSTALCAVES,NA
80,4020,88291,Chicken Balancer (Activity),CRYSTALCAVES,NA
81,4070,89110,Chicken Balancer (Activity),CRYSTALCAVES,NA
1,2000,0,Lifting Heavy Things,CRYSTALCAVES,NA
1,2000,0,Lifting Heavy Things,CRYSTALCAVES,NA
1,2000,0,Lifting Heavy Things,CRYSTALCAVES,NA
1,2000,0,Lifting Heavy Things,CRYSTALCAVES,NA
1,2000,0,Crystal Caves - Level 2,CRYSTALCAVES,NA
1,2000,0,Honey Cake,CRYSTALCAVES,NA
1,2000,0,Honey Cake,CRYSTALCAVES,NA
1,2000,0,Happy Camel,CRYSTALCAVES,NA
2,4010,3055,Happy Camel,CRYSTALCAVES,NA
3,2080,5521,Happy Camel,CRYSTALCAVES,NA
4,2083,20489,Happy Camel,CRYSTALCAVES,NA
5,2020,23040,Happy Camel,CRYSTALCAVES,NA
6,3010,23040,Happy Camel,CRYSTALCAVES,NA
7,4030,25773,Happy Camel,CRYSTALCAVES,NA
8,4040,27656,Happy Camel,CRYSTALCAVES,NA
9,3110,28206,Happy Camel,CRYSTALCAVES,NA
10,3010,28206,Happy Camel,CRYSTALCAVES,NA
11,4030,29174,Happy Camel,CRYSTALCAVES,NA
12,4040,29940,Happy Camel,CRYSTALCAVES,NA
13,3110,30474,Happy Camel,CRYSTALCAVES,NA
14,3010,30474,Happy Camel,CRYSTALCAVES,NA
15,4070,35308,Happy Camel,CRYSTALCAVES,NA
16,3110,39707,Happy Camel,CRYSTALCAVES,NA
17,4030,40207,Happy Camel,CRYSTALCAVES,NA
18,4020,41408,Happy Camel,CRYSTALCAVES,NA
19,3020,43358,Happy Camel,CRYSTALCAVES,NA
20,4030,43925,Happy Camel,CRYSTALCAVES,NA
21,4020,44791,Happy Camel,CRYSTALCAVES,NA
22,3120,44791,Happy Camel,CRYSTALCAVES,NA
23,2030,45391,Happy Camel,CRYSTALCAVES,NA
24,3021,47841,Happy Camel,CRYSTALCAVES,NA
25,4070,49275,Happy Camel,CRYSTALCAVES,NA
26,3121,51928,Happy Camel,CRYSTALCAVES,NA
27,2020,54475,Happy Camel,CRYSTALCAVES,NA
28,3010,54475,Happy Camel,CRYSTALCAVES,NA
29,4030,68809,Happy Camel,CRYSTALCAVES,NA
30,3110,69826,Happy Camel,CRYSTALCAVES,NA
31,4040,71210,Happy Camel,CRYSTALCAVES,NA
32,4030,72110,Happy Camel,CRYSTALCAVES,NA
33,4040,73093,Happy Camel,CRYSTALCAVES,NA
34,3010,73593,Happy Camel,CRYSTALCAVES,NA
35,4030,84478,Happy Camel,CRYSTALCAVES,NA
36,3110,87294,Happy Camel,CRYSTALCAVES,NA
37,4020,88011,Happy Camel,CRYSTALCAVES,NA
38,2030,88594,Happy Camel,CRYSTALCAVES,NA
39,3021,91044,Happy Camel,CRYSTALCAVES,NA
40,3121,95861,Happy Camel,CRYSTALCAVES,NA
41,2020,98378,Happy Camel,CRYSTALCAVES,NA
42,3010,98378,Happy Camel,CRYSTALCAVES,NA
43,3110,110146,Happy Camel,CRYSTALCAVES,NA
44,4030,113268,Happy Camel,CRYSTALCAVES,NA
45,4040,113946,Happy Camel,CRYSTALCAVES,NA
46,4030,114663,Happy Camel,CRYSTALCAVES,NA
47,4040,115246,Happy Camel,CRYSTALCAVES,NA
48,4030,119746,Happy Camel,CRYSTALCAVES,NA
49,4045,120397,Happy Camel,CRYSTALCAVES,NA
50,4030,121147,Happy Camel,CRYSTALCAVES,NA
51,4045,121613,Happy Camel,CRYSTALCAVES,NA
52,4030,122282,Happy Camel,CRYSTALCAVES,NA
53,4040,123080,Happy Camel,CRYSTALCAVES,NA
54,4070,123680,Happy Camel,CRYSTALCAVES,NA
55,4070,124330,Happy Camel,CRYSTALCAVES,NA
56,4030,125397,Happy Camel,CRYSTALCAVES,NA
57,4040,126364,Happy Camel,CRYSTALCAVES,NA
58,3010,126880,Happy Camel,CRYSTALCAVES,NA
59,4030,128480,Happy Camel,CRYSTALCAVES,NA
61,3110,129047,Happy Camel,CRYSTALCAVES,NA
60,4020,129047,Happy Camel,CRYSTALCAVES,NA
62,2030,129631,Happy Camel,CRYSTALCAVES,NA
63,3021,131497,Happy Camel,CRYSTALCAVES,NA
64,3121,135315,Happy Camel,CRYSTALCAVES,NA
65,2080,137814,Happy Camel,CRYSTALCAVES,NA
66,2083,148315,Happy Camel,CRYSTALCAVES,NA
1,2000,0,Cart Balancer (Assessment),CRYSTALCAVES,3
2,2020,48,Cart Balancer (Assessment),CRYSTALCAVES,3
3,3010,48,Cart Balancer (Assessment),CRYSTALCAVES,3
4,4030,3364,Cart Balancer (Assessment),CRYSTALCAVES,3
5,4020,3875,Cart Balancer (Assessment),CRYSTALCAVES,3
6,4030,5042,Cart Balancer (Assessment),CRYSTALCAVES,3
7,4020,5992,Cart Balancer (Assessment),CRYSTALCAVES,3
8,3110,7092,Cart Balancer (Assessment),CRYSTALCAVES,3
9,4030,9512,Cart Balancer (Assessment),CRYSTALCAVES,3
10,4020,10092,Cart Balancer (Assessment),CRYSTALCAVES,3
11,4030,11376,Cart Balancer (Assessment),CRYSTALCAVES,3
12,4020,11876,Cart Balancer (Assessment),CRYSTALCAVES,3
13,4070,12926,Cart Balancer (Assessment),CRYSTALCAVES,3
14,4070,14026,Cart Balancer (Assessment),CRYSTALCAVES,3
15,4030,15129,Cart Balancer (Assessment),CRYSTALCAVES,3
16,4020,15943,Cart Balancer (Assessment),CRYSTALCAVES,3
17,4030,16776,Cart Balancer (Assessment),CRYSTALCAVES,3
18,4020,17443,Cart Balancer (Assessment),CRYSTALCAVES,3
19,4030,18193,Cart Balancer (Assessment),CRYSTALCAVES,3
20,4020,18826,Cart Balancer (Assessment),CRYSTALCAVES,3
21,3010,19076,Cart Balancer (Assessment),CRYSTALCAVES,3
22,4030,19596,Cart Balancer (Assessment),CRYSTALCAVES,3
23,4020,20310,Cart Balancer (Assessment),CRYSTALCAVES,3
24,3110,21376,Cart Balancer (Assessment),CRYSTALCAVES,3
25,4100,22643,Cart Balancer (Assessment),CRYSTALCAVES,3
26,3021,22643,Cart Balancer (Assessment),CRYSTALCAVES,3
27,3121,29910,Cart Balancer (Assessment),CRYSTALCAVES,3
28,2030,29910,Cart Balancer (Assessment),CRYSTALCAVES,3
29,2010,29910,Cart Balancer (Assessment),CRYSTALCAVES,3
1,2000,0,Cart Balancer (Assessment),CRYSTALCAVES,3
2,2020,41,Cart Balancer (Assessment),CRYSTALCAVES,3
3,3010,41,Cart Balancer (Assessment),CRYSTALCAVES,3
4,4030,2699,Cart Balancer (Assessment),CRYSTALCAVES,3
5,4020,3549,Cart Balancer (Assessment),CRYSTALCAVES,3
6,4030,4366,Cart Balancer (Assessment),CRYSTALCAVES,3
7,4020,5133,Cart Balancer (Assessment),CRYSTALCAVES,3
8,4030,6799,Cart Balancer (Assessment),CRYSTALCAVES,3
9,3110,7083,Cart Balancer (Assessment),CRYSTALCAVES,3
10,4020,7166,Cart Balancer (Assessment),CRYSTALCAVES,3
11,4030,7949,Cart Balancer (Assessment),CRYSTALCAVES,3
12,4020,8466,Cart Balancer (Assessment),CRYSTALCAVES,3
13,4030,9199,Cart Balancer (Assessment),CRYSTALCAVES,3
14,4035,9600,Cart Balancer (Assessment),CRYSTALCAVES,3
15,4030,10720,Cart Balancer (Assessment),CRYSTALCAVES,3
16,4070,10748,Cart Balancer (Assessment),CRYSTALCAVES,3
17,4035,10748,Cart Balancer (Assessment),CRYSTALCAVES,3
18,4030,11783,Cart Balancer (Assessment),CRYSTALCAVES,3
19,4020,12466,Cart Balancer (Assessment),CRYSTALCAVES,3
20,4070,13050,Cart Balancer (Assessment),CRYSTALCAVES,3
21,4030,14366,Cart Balancer (Assessment),CRYSTALCAVES,3
22,4020,15283,Cart Balancer (Assessment),CRYSTALCAVES,3
23,4070,16483,Cart Balancer (Assessment),CRYSTALCAVES,3
24,4030,17483,Cart Balancer (Assessment),CRYSTALCAVES,3
25,4020,18100,Cart Balancer (Assessment),CRYSTALCAVES,3
26,4030,18950,Cart Balancer (Assessment),CRYSTALCAVES,3
27,3010,19067,Cart Balancer (Assessment),CRYSTALCAVES,3
28,4020,20017,Cart Balancer (Assessment),CRYSTALCAVES,3
29,4100,20734,Cart Balancer (Assessment),CRYSTALCAVES,3
30,3110,20734,Cart Balancer (Assessment),CRYSTALCAVES,3
31,3021,20734,Cart Balancer (Assessment),CRYSTALCAVES,3
32,3121,28034,Cart Balancer (Assessment),CRYSTALCAVES,3
34,2010,28034,Cart Balancer (Assessment),CRYSTALCAVES,3
33,2030,28034,Cart Balancer (Assessment),CRYSTALCAVES,3
1,2000,0,Leaf Leader,CRYSTALCAVES,NA
2,4010,3050,Leaf Leader,CRYSTALCAVES,NA
3,2060,5100,Leaf Leader,CRYSTALCAVES,NA
4,3010,5100,Leaf Leader,CRYSTALCAVES,NA
5,4070,24985,Leaf Leader,CRYSTALCAVES,NA
6,4070,33219,Leaf Leader,CRYSTALCAVES,NA
7,4070,33936,Leaf Leader,CRYSTALCAVES,NA
8,3110,49920,Leaf Leader,CRYSTALCAVES,NA
9,2070,49920,Leaf Leader,CRYSTALCAVES,NA
10,2020,49920,Leaf Leader,CRYSTALCAVES,NA
11,4070,53887,Leaf Leader,CRYSTALCAVES,NA
12,3010,61938,Leaf Leader,CRYSTALCAVES,NA
1,2000,0,Crystal Caves - Level 3,CRYSTALCAVES,NA
1,2000,0,"Heavy, Heavier, Heaviest",CRYSTALCAVES,NA
1,2000,0,Pan Balance,CRYSTALCAVES,NA
2,4010,2437,Pan Balance,CRYSTALCAVES,NA
3,2020,3171,Pan Balance,CRYSTALCAVES,NA
4,3010,3903,Pan Balance,CRYSTALCAVES,NA
5,4070,6696,Pan Balance,CRYSTALCAVES,NA
6,4070,8854,Pan Balance,CRYSTALCAVES,NA
7,4070,10555,Pan Balance,CRYSTALCAVES,NA
8,3110,16806,Pan Balance,CRYSTALCAVES,NA
9,4030,17239,Pan Balance,CRYSTALCAVES,NA
10,4020,18238,Pan Balance,CRYSTALCAVES,NA
11,4070,20105,Pan Balance,CRYSTALCAVES,NA
12,4070,20639,Pan Balance,CRYSTALCAVES,NA
13,4100,22089,Pan Balance,CRYSTALCAVES,NA
14,2030,23872,Pan Balance,CRYSTALCAVES,NA
15,3021,23872,Pan Balance,CRYSTALCAVES,NA
16,3121,26972,Pan Balance,CRYSTALCAVES,NA
18,3010,26972,Pan Balance,CRYSTALCAVES,NA
17,2020,26972,Pan Balance,CRYSTALCAVES,NA
19,3110,28939,Pan Balance,CRYSTALCAVES,NA
20,4030,31023,Pan Balance,CRYSTALCAVES,NA
21,4020,31106,Pan Balance,CRYSTALCAVES,NA
22,4030,32223,Pan Balance,CRYSTALCAVES,NA
23,4025,32723,Pan Balance,CRYSTALCAVES,NA
24,4030,34590,Pan Balance,CRYSTALCAVES,NA
25,4025,35640,Pan Balance,CRYSTALCAVES,NA
26,4070,37156,Pan Balance,CRYSTALCAVES,NA
27,4070,37690,Pan Balance,CRYSTALCAVES,NA
28,4100,38157,Pan Balance,CRYSTALCAVES,NA
29,2030,39940,Pan Balance,CRYSTALCAVES,NA
30,3021,39940,Pan Balance,CRYSTALCAVES,NA
31,3121,44241,Pan Balance,CRYSTALCAVES,NA
32,2020,44241,Pan Balance,CRYSTALCAVES,NA
33,3010,44241,Pan Balance,CRYSTALCAVES,NA
34,3110,46190,Pan Balance,CRYSTALCAVES,NA
35,4030,48424,Pan Balance,CRYSTALCAVES,NA
36,4020,49391,Pan Balance,CRYSTALCAVES,NA
37,4070,50091,Pan Balance,CRYSTALCAVES,NA
38,4070,50624,Pan Balance,CRYSTALCAVES,NA
39,4100,51457,Pan Balance,CRYSTALCAVES,NA
40,2030,53258,Pan Balance,CRYSTALCAVES,NA
41,3021,53258,Pan Balance,CRYSTALCAVES,NA
42,3121,57541,Pan Balance,CRYSTALCAVES,NA
43,2020,57541,Pan Balance,CRYSTALCAVES,NA
44,3010,57541,Pan Balance,CRYSTALCAVES,NA
45,3110,59508,Pan Balance,CRYSTALCAVES,NA
46,4030,63158,Pan Balance,CRYSTALCAVES,NA
47,4020,64075,Pan Balance,CRYSTALCAVES,NA
48,4030,64792,Pan Balance,CRYSTALCAVES,NA
49,4035,64959,Pan Balance,CRYSTALCAVES,NA
50,4070,64959,Pan Balance,CRYSTALCAVES,NA
51,4030,65892,Pan Balance,CRYSTALCAVES,NA
52,4020,66609,Pan Balance,CRYSTALCAVES,NA
53,4030,67742,Pan Balance,CRYSTALCAVES,NA
54,4020,68459,Pan Balance,CRYSTALCAVES,NA
55,4030,85827,Pan Balance,CRYSTALCAVES,NA
56,4025,86477,Pan Balance,CRYSTALCAVES,NA
57,4030,89294,Pan Balance,CRYSTALCAVES,NA
58,4025,90094,Pan Balance,CRYSTALCAVES,NA
59,4100,92594,Pan Balance,CRYSTALCAVES,NA
60,2030,94377,Pan Balance,CRYSTALCAVES,NA
61,3021,94377,Pan Balance,CRYSTALCAVES,NA
62,3121,98661,Pan Balance,CRYSTALCAVES,NA
64,3010,98661,Pan Balance,CRYSTALCAVES,NA
63,2020,98661,Pan Balance,CRYSTALCAVES,NA
65,3110,100628,Pan Balance,CRYSTALCAVES,NA
66,4030,103211,Pan Balance,CRYSTALCAVES,NA
67,4025,104161,Pan Balance,CRYSTALCAVES,NA
68,4070,106962,Pan Balance,CRYSTALCAVES,NA
69,4100,107862,Pan Balance,CRYSTALCAVES,NA
70,2030,109645,Pan Balance,CRYSTALCAVES,NA
71,3021,109645,Pan Balance,CRYSTALCAVES,NA
1,2000,0,Egg Dropper (Activity),CRYSTALCAVES,NA
3,2020,58,Egg Dropper (Activity),CRYSTALCAVES,NA
2,3010,58,Egg Dropper (Activity),CRYSTALCAVES,NA
4,3110,6317,Egg Dropper (Activity),CRYSTALCAVES,NA
5,4020,9584,Egg Dropper (Activity),CRYSTALCAVES,NA
6,3010,9584,Egg Dropper (Activity),CRYSTALCAVES,NA
7,3110,12268,Egg Dropper (Activity),CRYSTALCAVES,NA
8,3010,18714,Egg Dropper (Activity),CRYSTALCAVES,NA
9,3110,20001,Egg Dropper (Activity),CRYSTALCAVES,NA
10,4025,20585,Egg Dropper (Activity),CRYSTALCAVES,NA
11,3010,22152,Egg Dropper (Activity),CRYSTALCAVES,NA
12,3110,25069,Egg Dropper (Activity),CRYSTALCAVES,NA
13,4020,25520,Egg Dropper (Activity),CRYSTALCAVES,NA
14,3010,27587,Egg Dropper (Activity),CRYSTALCAVES,NA
15,3110,28835,Egg Dropper (Activity),CRYSTALCAVES,NA
16,4025,29369,Egg Dropper (Activity),CRYSTALCAVES,NA
17,3010,30919,Egg Dropper (Activity),CRYSTALCAVES,NA
18,3110,34108,Egg Dropper (Activity),CRYSTALCAVES,NA
19,4020,34592,Egg Dropper (Activity),CRYSTALCAVES,NA
20,4020,35681,Egg Dropper (Activity),CRYSTALCAVES,NA
21,4025,38819,Egg Dropper (Activity),CRYSTALCAVES,NA
22,3010,40370,Egg Dropper (Activity),CRYSTALCAVES,NA
23,4020,42322,Egg Dropper (Activity),CRYSTALCAVES,NA
24,3110,43520,Egg Dropper (Activity),CRYSTALCAVES,NA
25,4020,44282,Egg Dropper (Activity),CRYSTALCAVES,NA
26,4025,47487,Egg Dropper (Activity),CRYSTALCAVES,NA
27,3010,49040,Egg Dropper (Activity),CRYSTALCAVES,NA
28,3110,52204,Egg Dropper (Activity),CRYSTALCAVES,NA
29,4020,52696,Egg Dropper (Activity),CRYSTALCAVES,NA
30,3010,53894,Egg Dropper (Activity),CRYSTALCAVES,NA
31,3110,55154,Egg Dropper (Activity),CRYSTALCAVES,NA
32,4020,55668,Egg Dropper (Activity),CRYSTALCAVES,NA
33,4025,55979,Egg Dropper (Activity),CRYSTALCAVES,NA
34,3010,57554,Egg Dropper (Activity),CRYSTALCAVES,NA
35,4020,59125,Egg Dropper (Activity),CRYSTALCAVES,NA
36,3110,60698,Egg Dropper (Activity),CRYSTALCAVES,NA
37,4025,64645,Egg Dropper (Activity),CRYSTALCAVES,NA
38,3010,66238,Egg Dropper (Activity),CRYSTALCAVES,NA
39,4020,67896,Egg Dropper (Activity),CRYSTALCAVES,NA
40,4020,68943,Egg Dropper (Activity),CRYSTALCAVES,NA
41,3110,69389,Egg Dropper (Activity),CRYSTALCAVES,NA
42,3010,71510,Egg Dropper (Activity),CRYSTALCAVES,NA
43,3110,72764,Egg Dropper (Activity),CRYSTALCAVES,NA
44,4025,73372,Egg Dropper (Activity),CRYSTALCAVES,NA
45,3010,74946,Egg Dropper (Activity),CRYSTALCAVES,NA
46,4020,77346,Egg Dropper (Activity),CRYSTALCAVES,NA
47,4070,78119,Egg Dropper (Activity),CRYSTALCAVES,NA
48,3110,78119,Egg Dropper (Activity),CRYSTALCAVES,NA
49,4020,78624,Egg Dropper (Activity),CRYSTALCAVES,NA
50,4025,82124,Egg Dropper (Activity),CRYSTALCAVES,NA
51,3010,83691,Egg Dropper (Activity),CRYSTALCAVES,NA
52,4070,85936,Egg Dropper (Activity),CRYSTALCAVES,NA
53,3110,86840,Egg Dropper (Activity),CRYSTALCAVES,NA
1,2000,0,Chest Sorter (Assessment),CRYSTALCAVES,0
2,2020,386,Chest Sorter (Assessment),CRYSTALCAVES,0
3,3010,386,Chest Sorter (Assessment),CRYSTALCAVES,0
4,3110,2953,Chest Sorter (Assessment),CRYSTALCAVES,0
5,3010,2953,Chest Sorter (Assessment),CRYSTALCAVES,0
