sid,schid,distid,al_grp_avg,al_sr_grp_avg,al_is_grp_avg,e_ma_grp_avg,e_lit_ln_grp_avg,e_lit_ls_grp_avg,gender,ethnic_cd,al_admn_cd,al_atmpt_cd,al_s_ravg,al_i_savg,al_to_tavg,e_ma_admn_cd,e_ma_atmpt_cd,e_ma_to_tscore,e_lit_ln_atmpt_cd,e_lit_ln_admn_cd,e_lit_l_ncorr,e_lit_ls_atmpt_cd,e_lit_ls_admn_cd,e_lit_l_scorr
21636,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,5,4.3333,0,Y,12,Y,0,4,Y,0,0
21637,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,4.4,3.4667,0,Y,4,Y,0,8,Y,0,0
21638,121,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,0,Y,0,0,Y,0,0
21639,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.1,2.6,1.6,0,Y,10,Y,0,0,Y,0,0
21640,123,68,Y,Y,Y,N,N,N,F,W,0,Y,3.2,3,3.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA
21641,121,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,10,Y,0,41,Y,0,29
21642,121,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4.8,4,0,Y,4,Y,0,2,Y,0,0
21643,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,5,4.3333,0,Y,7,Y,0,19,Y,0,5
21644,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4.4,4.1333,0,Y,6,Y,0,25,Y,0,6
21645,121,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,9,Y,0,42,Y,0,34
21646,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,9,Y,0,36,Y,0,11
21647,121,68,Y,Y,Y,N,N,N,M,H,0,Y,3,2.8,2.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA
21648,121,68,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,13,Y,0,2,Y,0,20
21649,123,68,Y,Y,Y,N,N,N,M,B,0,Y,2.9,3,2.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA
21650,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,4,4.2,0,Y,14,Y,0,10,Y,0,7
21651,123,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.8,5,4.8667,0,Y,12,Y,0,6,Y,0,3
21652,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,4,2.8667,0,Y,3,Y,0,0,Y,0,0
21653,123,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.9,3.8,3.2,0,Y,9,Y,0,0,Y,0,0
21654,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,4.4,3.8,0,Y,9,Y,0,11,Y,0,4
21655,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4.4,4,0,Y,6,Y,0,12,Y,0,0
21656,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.125,5,4.4667,0,Y,4,Y,0,1,Y,0,0
21657,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,3.6,3.8667,0,Y,13,Y,0,14,Y,0,0
21658,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,4.6,3.7333,0,Y,11,Y,0,21,Y,0,3
21659,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.6,5,4.7333,0,Y,6,Y,0,0,Y,0,0
21660,122,68,N,N,N,Y,Y,Y,M,I,5,N,NA,NA,NA,0,Y,6,Y,0,0,Y,0,7
21661,122,68,Y,Y,Y,Y,Y,Y,F,M,0,Y,4,5,4.3333,0,Y,2,Y,0,0,Y,0,0
21662,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,2,3,0,Y,9,Y,0,34,Y,0,17
21663,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,4,3.6667,0,Y,5,Y,0,29,Y,0,0
21664,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.7,3.6,3,0,Y,6,Y,0,5,Y,0,0
21665,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,3.6,3,0,Y,7,Y,0,5,Y,0,1
21666,122,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,5,4.3333,0,Y,7,Y,0,5,Y,0,0
21667,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.1,3.4,3.2,0,Y,5,Y,0,23,Y,0,5
21668,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,3.2,3.1333,0,Y,3,Y,0,2,Y,0,0
21669,625,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,2,2.8667,0,Y,9,Y,0,0,Y,0,0
21670,122,68,Y,Y,Y,Y,Y,Y,M,B,0,Y,1.8,2.8,2.1333,0,Y,6,Y,0,28,Y,0,1
21671,122,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,12,Y,0,40,Y,0,7
21672,122,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,7,Y,0,90,Y,0,47
21673,123,68,Y,Y,Y,Y,Y,Y,M,P,0,Y,4.4,4.6,4.4667,0,Y,5,Y,0,15,Y,0,9
21674,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.6,2,2.4,0,Y,7,Y,0,8,Y,0,0
21675,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,3.8,3.8,0,Y,6,Y,0,23,Y,0,0
21676,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,2,2.4667,0,Y,4,Y,0,5,Y,0,0
21677,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.2,3.6,3.3333,0,Y,3,Y,0,18,Y,0,6
21678,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2,2,2,0,Y,5,Y,0,1,Y,0,0
21679,120,68,Y,Y,Y,Y,Y,Y,M,A,0,Y,2.8889,3,2.9333,0,Y,7,Y,0,16,Y,0,8
21680,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,3.2,3.4,0,Y,10,Y,0,7,Y,0,7
21681,120,68,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.9,5,4.9333,0,Y,12,Y,0,0,Y,0,16
21682,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,3.4,3.6667,0,Y,6,Y,0,45,Y,0,34
21683,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.6,4,4.4,0,Y,9,Y,0,26,Y,0,6
21684,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,3.8,3.6,0,Y,10,Y,0,23,Y,0,8
21685,120,68,Y,Y,Y,Y,Y,Y,F,I,0,Y,2.4,3.8,2.8667,0,Y,5,Y,0,2,Y,0,0
21686,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.2,5,4.4667,0,Y,6,Y,0,37,Y,0,2
21687,120,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.9,5,4.9333,0,Y,2,Y,0,25,Y,0,11
21688,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,4.2,3.6,0,Y,4,Y,0,21,Y,0,2
21689,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,5,5,5,0,Y,13,Y,0,1,Y,0,0
21690,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,5,5,5,0,Y,7,Y,0,34,Y,0,10
21691,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,3.8,3.8,0,Y,9,Y,0,12,Y,0,2
21692,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,11,Y,0,11,Y,0,0
21693,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,10,Y,0,12,Y,0,0
21694,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,4.4,3.8,0,Y,5,Y,0,1,Y,0,0
21695,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,4.2,3.8667,0,Y,10,Y,0,17,Y,0,2
21696,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,4,4,0,Y,9,Y,0,2,Y,0,0
21697,120,68,Y,Y,Y,Y,Y,Y,F,B,0,Y,3.9,4,3.9333,0,Y,7,Y,0,0,Y,0,0
21698,120,68,Y,Y,Y,Y,Y,Y,F,M,0,Y,4.8,5,4.8667,0,Y,7,Y,0,14,Y,0,0
21699,120,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,5,4.3333,0,Y,2,Y,0,0,Y,0,0
21700,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.2,4.2,4.2,0,Y,10,Y,0,28,Y,0,11
21701,120,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.9,4.8,4.2,0,Y,3,Y,0,13,Y,0,6
21702,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,3,3,0,Y,6,Y,0,1,Y,0,0
21703,120,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,3,Y,0,30,Y,0,0
21704,122,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,3.6,2.9333,0,Y,6,Y,0,18,Y,0,0
21705,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,4.4,4.2667,0,Y,3,Y,0,43,Y,0,19
21706,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,4.8,4.6,0,Y,13,Y,0,45,Y,0,30
21707,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.6,3.8,3.6667,0,Y,6,Y,0,17,Y,0,0
21708,121,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4.6,4.2,0,Y,8,Y,0,47,Y,0,36
21709,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2,2.8,2.2667,0,Y,5,Y,0,0,Y,0,0
21710,120,68,Y,Y,Y,Y,Y,Y,F,A,0,Y,4.6,5,4.7333,0,Y,5,Y,0,19,Y,0,0
21711,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4,3.7333,0,Y,4,Y,0,0,Y,0,0
21712,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,4,3.8,0,Y,10,Y,0,0,Y,0,0
21713,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,4.2,4.3333,0,Y,6,Y,0,37,Y,0,2
21714,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.2,2.8,1.7333,0,Y,3,Y,0,5,Y,0,4
21715,121,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,3,3,0,Y,8,Y,0,6,Y,0,3
21716,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,13,Y,0,21,Y,0,4
21717,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,10,Y,0,38,Y,0,34
21718,121,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,5,4.6,0,Y,14,Y,0,27,Y,0,12
21719,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,5,4.8,0,Y,11,Y,0,6,Y,0,6
21720,120,68,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.5,4,3.6667,0,Y,13,Y,0,0,Y,0,1
21721,120,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,10,Y,0,39,Y,0,7
21722,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,5,4.9333,0,Y,6,Y,0,27,Y,0,9
21723,121,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,5,4.6667,0,Y,10,Y,0,28,Y,0,11
21724,121,68,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.9,4,3.9333,0,Y,13,Y,0,46,Y,0,23
21725,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3.6,3.1333,0,Y,5,Y,0,15,Y,0,0
21726,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.6,1,2.0667,0,Y,8,Y,0,12,Y,0,0
21727,123,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,6,Y,0,26,Y,0,0
21728,121,68,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.1,4.6,4.2667,0,Y,3,Y,0,42,Y,0,17
21729,120,68,Y,Y,Y,N,Y,Y,M,H,0,Y,3,3,3,NA,NA,NA,Y,0,0,Y,0,0
21730,120,68,Y,Y,Y,Y,Y,Y,F,I,0,Y,2.4,3.4,2.7333,0,Y,4,Y,0,13,Y,0,0
21731,625,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.8,4.4,4,0,Y,8,Y,0,0,Y,0,0
21732,123,68,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.6,3.8,3.6667,0,Y,13,Y,0,48,Y,0,7
21733,121,68,Y,Y,Y,Y,Y,Y,M,A,0,Y,2.7,3.8,3.0667,0,Y,9,Y,0,37,Y,0,29
21734,625,68,Y,Y,Y,Y,N,N,M,W,0,Y,2.9,3,2.9333,0,Y,10,Y,7,2,Y,3,0
21735,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,1.5,1.6,1.5333,0,Y,11,Y,0,19,Y,0,0
21736,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.3,3,2.5333,0,Y,6,Y,0,0,Y,0,0
21737,121,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,4,4,4,0,Y,9,Y,0,35,Y,0,19
21738,123,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.4,3.3333,0,Y,5,Y,0,0,Y,0,0
21739,120,68,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.3,4.4,3,0,Y,6,Y,0,8,Y,0,2
21740,123,68,Y,Y,Y,Y,Y,Y,F,A,0,Y,2.4,4,2.9333,0,Y,5,Y,0,0,Y,0,0
21741,120,68,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4.4,4.2,0,Y,11,Y,0,3,Y,0,0
21742,625,68,Y,Y,Y,N,N,N,M,A,0,Y,3.8,5,4.2,NA,NA,NA,N,1,NA,N,1,NA
21743,121,68,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.2,3.6,3.3333,0,Y,7,Y,0,0,Y,0,0
21744,397,23,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.8,2,1.8667,0,Y,2,Y,0,0,Y,0,0
21745,64,28,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3.4,3.1333,0,Y,6,Y,0,3,Y,0,0
21746,64,28,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.2,3.4,3.2667,0,Y,5,Y,0,0,Y,0,0
21747,64,28,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,2.4,2.4667,0,Y,5,Y,0,19,Y,0,0
21748,64,28,Y,Y,Y,N,N,N,F,B,0,Y,1.6,2.6,1.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA
21749,64,28,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.4,1.8,1.5333,0,Y,7,Y,0,18,Y,0,1
21750,115,62,Y,Y,Y,Y,Y,Y,M,M,0,Y,4,4,4,0,Y,15,Y,0,23,Y,0,1
21751,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,5,Y,0,18,Y,0,0
21752,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,4.8,4.1333,0,Y,9,Y,0,44,Y,0,4
21753,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,3.6,3.6667,0,Y,4,Y,0,44,Y,0,16
21754,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5556,3.6,2.9333,0,Y,6,Y,0,4,Y,0,0
21755,115,62,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.7,4.6,4,0,Y,6,Y,0,22,Y,0,7
21756,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,5,4.9333,0,Y,11,Y,0,40,Y,0,17
21757,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,2.8,2.8,0,Y,12,Y,0,9,Y,0,1
21758,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,3.4,2.8,0,Y,10,Y,0,0,Y,0,0
21759,115,62,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,9,Y,0,46,Y,0,52
21760,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.2,3.2667,0,Y,5,Y,0,20,Y,0,8
21761,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.5,2.6,1.8667,0,Y,6,Y,0,3,Y,0,0
21762,115,62,N,N,N,Y,Y,Y,M,W,5,N,NA,NA,NA,0,Y,9,Y,0,0,Y,0,0
21763,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.6,2,1.7333,0,Y,8,Y,0,6,Y,0,2
21764,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,3.8,3.4667,0,Y,7,Y,0,2,Y,0,0
21765,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,7,Y,0,34,Y,0,2
21766,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,9,Y,0,42,Y,0,20
21767,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,5,4.3333,0,Y,12,Y,0,2,Y,0,0
21768,115,62,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.6,5,4.7333,0,Y,8,Y,0,0,Y,0,0
21769,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.7,4.8,4.7333,0,Y,9,Y,0,25,Y,0,5
21770,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,3.8,4.2,0,Y,10,Y,0,27,Y,0,5
21771,115,62,Y,Y,Y,Y,Y,Y,F,M,0,Y,2.9,3.6,3.1333,0,Y,12,Y,0,26,Y,0,15
21772,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.2,2.6,3,0,Y,10,Y,0,35,Y,0,3
21773,115,62,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,3.6,4,0,Y,7,Y,0,23,Y,0,9
21774,115,62,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3,3,0,Y,6,Y,0,7,Y,0,0
21775,50,17,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,3.6,2.8667,0,Y,11,Y,0,2,Y,0,1
21776,617,74,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,3.6,3.4667,0,Y,9,Y,0,0,Y,0,2
21777,617,74,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,4,4.1333,0,Y,15,Y,0,8,Y,0,0
21778,137,72,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.3,3,1.8667,0,Y,3,Y,0,4,Y,0,0
21779,617,74,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,12,Y,0,0,Y,0,3
21780,5,6,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,3.6,3.8,0,Y,9,Y,0,17,Y,0,0
21781,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3.2,3.4667,0,Y,10,Y,0,9,Y,0,0
21782,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.5,5,4.6667,0,Y,15,Y,0,7,Y,0,42
21783,5,6,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,11,Y,0,12,Y,0,0
21784,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,10,Y,0,20,Y,0,28
21785,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3.4,3.0667,0,Y,5,Y,0,19,Y,0,3
21786,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4.8,4.1333,0,Y,12,Y,0,13,Y,0,2
21787,5,6,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,2.4,2.8667,0,Y,8,Y,0,23,Y,0,4
21788,5,6,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.8,2.4,2,0,Y,7,Y,0,3,Y,0,0
21789,5,6,N,N,N,N,Y,Y,M,H,NA,NA,NA,NA,NA,NA,NA,NA,Y,0,2,Y,0,0
21790,5,6,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.8,2.2,1.9333,0,Y,7,Y,0,0,Y,0,0
21791,5,6,Y,Y,Y,N,N,N,F,A,0,Y,4.4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
21792,423,147,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.1,4.2,4.1333,0,Y,4,Y,0,26,Y,0,16
21793,423,147,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.6,2,3.0667,0,Y,10,Y,0,11,Y,0,0
21794,423,147,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.3,4.8,4.4667,0,Y,10,Y,0,34,Y,0,12
21795,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,6,Y,0,19,Y,0,4
21796,423,147,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.7,4,4.4667,0,Y,7,Y,0,38,Y,0,10
21797,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4.8,4.2667,0,Y,12,Y,0,4,Y,0,0
21798,423,147,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,3.4,4.2,0,Y,8,Y,0,12,Y,0,0
21799,423,147,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.6,2.6,4.0667,0,Y,9,Y,0,32,Y,0,15
21800,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3,3.4,0,Y,9,Y,0,1,Y,0,0
21801,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4,3.8667,0,Y,12,Y,0,19,Y,0,13
21802,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,2.6,2.7333,0,Y,9,Y,0,18,Y,0,0
21803,423,147,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,4,4.2667,0,Y,5,Y,0,27,Y,0,2
21804,423,147,Y,Y,Y,Y,Y,Y,F,M,0,Y,3.3,3.8,3.4667,0,Y,9,Y,0,18,Y,0,3
21805,423,147,Y,Y,Y,Y,Y,Y,F,H,0,Y,3,3,3,0,Y,9,Y,0,0,Y,0,0
21806,423,147,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.4,4,3.6,0,Y,12,Y,0,28,Y,0,0
21807,423,147,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,5,4.4667,0,Y,10,Y,0,15,Y,0,5
21808,434,153,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.4,3.2,2.6667,0,Y,7,Y,0,0,Y,0,0
21809,434,153,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,6,Y,0,1,Y,0,1
21810,434,153,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.4,4.4,3.7333,0,Y,5,Y,0,8,Y,0,0
21811,434,153,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.4,3,2.6,0,Y,5,Y,0,2,Y,0,2
21812,434,153,Y,Y,Y,Y,Y,Y,M,B,0,Y,1.6,1.6,1.6,0,Y,5,Y,0,16,Y,0,4
21813,434,153,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,1,Y,0,35,Y,0,6
21814,434,153,Y,Y,Y,N,N,N,F,H,0,Y,3.7,4.8,4.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA
21815,434,153,Y,Y,Y,Y,N,N,M,W,0,Y,2.5,3.8,2.9333,0,Y,6,NA,NA,NA,NA,NA,NA
21816,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,6,Y,0,32,Y,0,7
21817,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4,3.8,0,Y,11,Y,0,43,Y,0,16
21818,434,153,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.7,4.8,4.0667,0,Y,10,Y,0,0,Y,0,1
21819,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,4,3.6667,0,Y,7,Y,0,17,Y,0,0
21820,434,153,Y,Y,Y,Y,Y,Y,F,I,0,Y,5,5,5,0,Y,5,Y,0,34,Y,0,10
21821,434,153,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.5,4,3.6667,0,Y,8,Y,0,47,Y,0,9
21822,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,4.8,3.8667,0,Y,10,Y,0,2,Y,0,0
21823,434,153,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,15,Y,0,0,Y,0,13
21824,434,153,Y,Y,Y,N,Y,Y,F,H,0,Y,4,3.4,3.8,5,N,NA,Y,0,2,Y,0,3
21825,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,2.8,2.7333,0,Y,9,Y,0,17,Y,0,23
21826,434,153,Y,Y,Y,Y,N,N,F,A,0,Y,4.4,5,4.6,0,Y,11,NA,NA,NA,NA,NA,NA
21827,434,153,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.4,2.6,2.4667,0,Y,7,Y,0,1,Y,0,0
21828,434,153,Y,Y,Y,Y,Y,Y,F,H,0,Y,3,4,3.3333,0,Y,10,Y,0,35,Y,0,14
21829,434,153,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,5,Y,0,38,Y,0,1
21830,434,153,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.3,4.6,3.7333,0,Y,16,Y,0,19,Y,0,9
21831,434,153,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,3.4,3,0,Y,8,Y,0,3,Y,0,0
21832,168,81,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.6,3.4,0,Y,5,Y,0,35,Y,0,2
21833,168,81,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.5,4.6,3.8667,0,Y,8,Y,0,41,Y,0,0
21834,168,81,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.7,1.6,1.6,0,Y,8,Y,0,2,Y,0,0
21835,168,81,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.4,3.2,3.3333,0,Y,10,Y,0,18,Y,0,2
21836,168,81,Y,Y,Y,N,Y,Y,M,H,0,Y,1,1,1,1,N,NA,Y,0,0,Y,0,0
21837,168,81,Y,Y,Y,Y,Y,Y,F,B,0,Y,2.6,3,2.7333,0,Y,2,Y,0,23,Y,0,7
21838,168,81,Y,Y,Y,Y,Y,Y,M,B,0,Y,2.7,3,2.8,0,Y,6,Y,0,1,Y,0,0
21839,168,81,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.1,2.6,2.2667,0,Y,8,Y,0,23,Y,0,3
21840,168,81,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3,2.9333,0,Y,8,Y,0,3,Y,0,1
21841,168,81,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.2,2,2.1333,0,Y,13,Y,0,0,Y,0,0
21842,168,81,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,5,4.2,0,Y,12,Y,0,41,Y,0,13
21843,168,81,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.3,3,3.2,0,Y,4,Y,0,22,Y,0,0
21844,168,81,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,3,2.5333,0,Y,8,Y,0,14,Y,0,2
